TransactionID,isFraud,TransactionDT,TransactionAmt,ProductCD,card1,card2,card3,card4,card5,card6,addr1,addr2,P_emaildomain,R_emaildomain,C1,C2,C5,C11,C13,C14,D1,D2,M1,M2,M3,M4,V11,V15,V29,V35,V45,V53,V62,V75,V87,V94,V100,V200,V300
2987337,0,92926,47.65,W,9345,321.0,150.0,visa,226.0,credit,299.0,87.0,gmail.com,gmail.com,6,2,1,3,6,3,6,,T,F,T,M1,0.3187,0.0,0.0,2.4727,1.1958,0.4243,1.0,0.0,1.0305,0.0,0.4969,2.4173,2.2389
2987338,0,92939,268.59,C,1906,321.0,150.0,visa,226.0,debit,204.0,87.0,gmail.com,gmail.com,2,3,1,1,1,1,237,15.0,T,nan,T,M2,0.4776,0.0,0.0,0.5759,2.8026,1.2798,0.0,2.0,1.279,0.0,10.8907,5.4132,3.482
2987339,0,92941,7.3,R,12955,555.0,150.0,mastercard,,debit,441.0,,gmail.com,yahoo.com,5,1,0,1,4,1,98,,T,nan,T,M1,0.3713,0.0,0.0,1.4847,1.6285,0.7358,0.0,,1.0733,0.0,20.1987,3.8696,2.5361
2987340,0,92955,105.57,W,16768,360.0,150.0,visa,226.0,debit,330.0,87.0,anonymous.com,aol.com,2,1,0,3,6,3,43,37.0,T,nan,F,M0,0.4746,0.0,,2.4436,1.5558,1.4832,1.0,1.0,0.7203,0.0,3.1593,1.9307,0.6355
2987341,0,92968,87.63,H,8198,194.0,150.0,visa,219.0,debit,,87.0,gmail.com,gmail.com,1,1,3,3,3,1,80,16.0,F,nan,nan,M0,0.2968,,,0.229,1.3168,1.3596,0.0,0.0,1.1437,0.0,1.8396,3.1986,7.1166
2987342,0,92971,15.19,H,2620,555.0,150.0,visa,226.0,credit,325.0,,gmail.com,nan,1,4,0,2,1,1,43,,T,T,nan,M2,0.6713,0.0,,0.8896,1.905,0.7704,1.0,0.0,1.3649,0.0,2.6466,6.3597,1.8749
2987343,0,92983,40.58,W,12820,194.0,150.0,mastercard,137.0,credit,299.0,87.0,anonymous.com,gmail.com,1,3,1,3,5,1,8,1.0,nan,T,nan,nan,0.2628,0.0,0.0,1.373,0.8279,0.5754,0.0,0.0,1.1863,0.0,14.2815,2.2122,3.524
2987344,0,92993,20.95,W,12766,194.0,185.0,mastercard,219.0,debit,330.0,87.0,anonymous.com,gmail.com,2,2,1,3,5,2,30,,T,nan,T,M0,0.4935,0.0,0.0,1.5002,0.8007,0.361,0.0,0.0,1.3579,0.0,22.1548,0.1089,1.975
2987345,0,93012,39.87,C,9523,111.0,150.0,visa,,credit,299.0,87.0,gmail.com,nan,3,1,1,1,5,2,1,15.0,T,nan,nan,M0,0.4066,0.0,0.0,1.2973,1.6915,1.0889,1.0,0.0,1.2337,1.0,18.3783,8.9587,0.5441
2987346,0,93032,149.77,W,5338,490.0,150.0,mastercard,,debit,325.0,87.0,gmail.com,hotmail.com,2,1,0,2,3,2,148,3.0,T,T,T,M0,0.7305,0.0,0.0,0.4881,1.1751,0.7213,0.0,0.0,0.8082,0.0,8.5785,18.0272,3.7689
2987347,0,93033,60.68,W,16911,194.0,150.0,visa,226.0,nan,204.0,87.0,hotmail.com,gmail.com,3,3,0,3,2,1,339,,nan,nan,F,nan,0.6386,0.0,0.0,0.6718,1.1738,0.732,0.0,0.0,1.7406,0.0,7.4547,2.4216,0.0928
2987348,0,93042,55.07,W,17813,194.0,150.0,mastercard,226.0,credit,325.0,87.0,yahoo.com,nan,3,3,1,3,3,2,36,0.0,nan,T,F,M0,0.9187,1.0,0.0,1.0137,1.93,1.1567,1.0,0.0,1.6896,0.0,6.1767,7.4823,1.0273
2987349,0,93062,21.54,W,6301,555.0,150.0,mastercard,226.0,debit,299.0,87.0,anonymous.com,gmail.com,4,2,0,2,4,2,126,10.0,nan,T,T,nan,0.3497,,0.0,0.3153,2.1626,1.1077,0.0,0.0,1.3295,0.0,5.0192,0.6592,1.1916
2987350,0,93076,7.51,W,16144,490.0,150.0,american express,226.0,nan,204.0,87.0,gmail.com,nan,2,2,2,2,4,1,74,1.0,T,nan,F,M1,0.4895,0.0,1.0,0.4334,0.7412,1.676,0.0,0.0,1.1696,0.0,19.5877,3.5629,4.4151
2987351,0,93115,26.88,C,14784,111.0,150.0,visa,226.0,debit,325.0,87.0,gmail.com,gmail.com,1,1,2,1,6,2,2,7.0,T,F,T,M0,0.6757,1.0,0.0,0.5293,0.1714,0.7311,1.0,0.0,1.3292,0.0,2.1906,11.8821,2.3708
2987352,0,93136,110.68,W,3423,490.0,185.0,visa,166.0,debit,325.0,87.0,gmail.com,nan,2,3,0,3,4,2,366,,T,T,nan,nan,0.3911,0.0,0.0,0.8384,0.6842,1.0966,0.0,0.0,1.5945,0.0,5.8218,2.9732,0.1014
2987353,0,93140,7.19,W,9272,555.0,185.0,visa,226.0,debit,441.0,87.0,gmail.com,gmail.com,3,4,1,3,4,1,328,,T,T,T,nan,0.3224,,0.0,0.5735,0.8385,0.3779,0.0,0.0,0.6351,1.0,22.6506,8.1341,4.0924
2987354,0,93141,11.53,W,2573,,150.0,visa,226.0,credit,325.0,87.0,gmail.com,nan,3,1,0,3,3,2,220,,T,nan,nan,nan,0.3627,0.0,0.0,1.3029,1.0992,0.4605,1.0,,0.5318,1.0,2.8111,3.5364,2.7395
2987355,0,93162,37.57,W,17803,490.0,150.0,visa,226.0,debit,325.0,87.0,hotmail.com,nan,2,3,0,3,2,2,37,7.0,T,T,T,M1,0.554,0.0,0.0,1.5254,0.4573,1.2219,0.0,0.0,1.1172,0.0,23.9541,8.4152,1.2005
2987356,0,93163,12.37,W,1466,321.0,150.0,visa,226.0,debit,441.0,87.0,yahoo.com,gmail.com,2,3,1,1,5,2,14,,T,F,T,nan,0.4155,0.0,1.0,1.5236,1.5806,0.6934,2.0,,1.0682,0.0,8.9458,4.8659,2.1862
2987357,0,93180,14.99,W,16787,360.0,185.0,visa,226.0,debit,330.0,87.0,yahoo.com,nan,3,3,0,3,2,2,37,0.0,T,nan,T,M0,0.9893,0.0,,0.2907,1.5856,0.9894,0.0,0.0,1.3167,0.0,3.9347,1.9368,0.5736
2987358,0,93237,21.68,W,6176,225.0,150.0,mastercard,219.0,debit,325.0,,anonymous.com,anonymous.com,2,1,0,2,2,2,133,1.0,T,nan,T,M0,0.5725,,0.0,0.3289,0.6821,0.5162,0.0,,1.0383,,2.1726,1.7574,0.1383
2987359,0,93254,8.45,W,4393,360.0,150.0,visa,226.0,credit,325.0,87.0,yahoo.com,nan,4,3,0,2,2,1,64,4.0,T,T,nan,nan,0.3535,0.0,0.0,1.1821,1.2436,1.0177,0.0,0.0,1.9459,0.0,10.5172,0.7303,2.3979
2987360,0,93264,12.5,W,10757,,150.0,american express,226.0,credit,441.0,87.0,anonymous.com,nan,3,3,0,2,3,2,248,22.0,nan,T,T,nan,0.7035,0.0,0.0,0.7354,2.0539,1.1434,0.0,0.0,0.8558,0.0,7.1402,5.936,5.1946
2987361,1,93284,66.92,W,16164,490.0,150.0,mastercard,226.0,credit,325.0,87.0,anonymous.com,nan,3,4,2,2,2,1,1,,nan,nan,T,M0,0.4428,0.0,0.0,0.2354,1.0792,0.787,0.0,1.0,1.6489,0.0,2.8015,8.7712,0.1885
2987362,0,93296,8.96,S,13222,,150.0,mastercard,226.0,debit,330.0,87.0,gmail.com,yahoo.com,1,3,0,4,5,3,325,2.0,nan,T,F,M2,0.6844,0.0,0.0,1.191,2.1365,0.7518,0.0,0.0,1.8042,0.0,20.831,7.806,1.7184
2987363,0,93312,6.7,W,19419,225.0,150.0,mastercard,166.0,credit,,87.0,gmail.com,nan,3,1,0,1,3,2,317,7.0,nan,T,F,M2,0.5171,,0.0,0.3062,1.7427,0.9712,0.0,0.0,1.5601,1.0,13.2872,2.503,6.1868
2987364,0,93369,17.64,W,19016,111.0,150.0,mastercard,137.0,debit,330.0,87.0,nan,nan,1,1,0,2,3,2,153,36.0,nan,nan,T,M1,0.628,0.0,0.0,0.383,1.1391,0.5076,0.0,0.0,1.2017,0.0,13.8456,4.6875,2.3115
2987365,0,93379,68.85,W,19368,490.0,185.0,mastercard,,nan,299.0,87.0,yahoo.com,gmail.com,2,1,1,1,5,1,70,,F,nan,T,nan,0.3644,0.0,0.0,0.3222,1.6174,0.9357,1.0,0.0,0.7393,0.0,3.3902,14.9598,4.2883
2987366,1,93444,27.2,W,1003,194.0,150.0,visa,226.0,credit,204.0,87.0,anonymous.com,gmail.com,1,1,1,1,6,1,44,44.0,T,F,T,M0,0.7002,2.0,1.0,1.1958,0.3282,1.3469,0.0,0.0,0.9528,0.0,18.1824,22.0497,1.5362
2987367,1,93491,20.81,W,8477,225.0,150.0,visa,137.0,debit,330.0,87.0,anonymous.com,nan,4,1,0,4,4,2,311,37.0,nan,T,nan,M1,0.3671,0.0,0.0,0.0651,0.6835,0.5224,0.0,1.0,0.7486,0.0,34.8626,5.8994,6.3133
2987368,0,93495,34.62,W,6998,225.0,150.0,mastercard,226.0,debit,325.0,87.0,yahoo.com,nan,2,4,2,1,3,1,116,7.0,T,T,nan,nan,0.5811,0.0,,0.0098,0.8685,1.5155,0.0,0.0,1.1361,0.0,11.532,1.378,7.3214
2987369,0,93497,5.78,W,1602,490.0,150.0,visa,226.0,credit,299.0,,yahoo.com,nan,5,2,1,4,8,5,144,,F,T,F,nan,0.7851,1.0,1.0,1.0884,1.5019,0.4002,0.0,0.0,1.0899,0.0,5.8563,13.5314,0.5593
2987370,0,93499,54.31,H,8256,225.0,150.0,visa,226.0,credit,299.0,87.0,nan,yahoo.com,2,1,1,2,2,1,165,23.0,T,F,nan,M0,0.6461,0.0,0.0,1.3132,1.635,0.6211,1.0,0.0,1.0749,,32.6942,0.5649,0.3999
2987371,0,93499,48.59,S,11559,490.0,150.0,mastercard,,debit,204.0,87.0,anonymous.com,gmail.com,2,2,4,1,4,2,196,2.0,T,nan,F,M2,0.6762,,0.0,1.1738,1.0708,0.2292,1.0,0.0,1.1063,,9.5937,5.2281,0.4816
2987372,0,93501,21.99,W,14686,,150.0,visa,166.0,credit,,87.0,hotmail.com,nan,3,3,0,1,4,1,69,11.0,T,nan,T,M0,0.7423,0.0,,0.1332,1.5994,0.1902,0.0,0.0,1.0811,0.0,23.9943,2.9231,0.4952
2987373,0,93524,90.55,W,14973,111.0,150.0,mastercard,226.0,credit,299.0,87.0,gmail.com,gmail.com,2,4,1,2,3,2,313,,T,nan,nan,M0,0.7475,0.0,0.0,1.342,0.7026,0.6651,0.0,0.0,1.3042,0.0,4.8814,27.5051,2.3551
2987374,0,93526,10.72,W,7714,321.0,150.0,visa,226.0,credit,204.0,87.0,aol.com,anonymous.com,4,1,1,2,5,1,34,,T,T,T,nan,0.352,0.0,0.0,0.8745,2.0196,0.7129,0.0,0.0,1.0881,,10.9408,0.1135,1.813
2987375,0,93533,102.3,S,9376,555.0,,visa,226.0,debit,299.0,87.0,anonymous.com,nan,4,2,0,4,2,2,156,,T,nan,nan,nan,0.6274,1.0,,-0.1652,1.0929,1.471,0.0,0.0,1.0746,0.0,1.219,2.9978,2.427
2987376,0,93570,38.65,C,12701,,150.0,visa,226.0,debit,330.0,87.0,anonymous.com,yahoo.com,2,1,0,1,3,2,13,,T,T,F,M0,0.3367,0.0,0.0,0.7494,1.2384,0.6183,1.0,2.0,1.549,0.0,3.61,7.4569,6.0946
2987377,0,93571,23.65,W,15891,,,mastercard,219.0,credit,204.0,87.0,gmail.com,anonymous.com,4,2,1,7,2,1,45,14.0,nan,T,T,M2,0.38,0.0,,1.1255,1.5629,1.0147,1.0,0.0,1.1664,0.0,17.4172,4.5099,0.0754
2987378,1,93605,32.46,W,4251,111.0,150.0,visa,219.0,debit,,87.0,yahoo.com,anonymous.com,2,4,0,6,6,1,58,,nan,nan,nan,nan,0.5646,0.0,1.0,1.6374,0.7535,1.0395,0.0,0.0,1.835,0.0,5.1528,5.3065,3.5522
2987379,0,93611,29.75,W,9144,321.0,150.0,mastercard,226.0,debit,441.0,87.0,gmail.com,aol.com,3,3,0,1,2,2,80,,nan,nan,F,M1,0.4262,0.0,0.0,0.9186,1.099,0.8018,0.0,0.0,1.1561,0.0,10.6186,2.8379,2.4473
2987380,1,93614,112.2,W,17438,194.0,150.0,visa,226.0,debit,330.0,87.0,anonymous.com,nan,2,3,0,3,4,3,7,,nan,T,T,M0,0.653,0.0,0.0,1.3662,0.4919,0.9252,0.0,,0.745,,1.9901,5.4587,11.2412
2987381,0,93638,11.28,W,10916,490.0,150.0,visa,219.0,debit,,,yahoo.com,nan,4,4,2,2,3,2,50,20.0,nan,T,nan,M0,0.9048,,,1.3293,1.7795,0.394,1.0,1.0,1.4713,0.0,5.915,1.2361,1.8441
2987382,0,93657,15.45,W,3910,,150.0,visa,226.0,credit,,87.0,gmail.com,nan,2,3,0,3,4,2,37,5.0,T,nan,nan,M0,0.3936,0.0,0.0,0.755,0.5206,1.2051,1.0,0.0,0.8151,,6.9558,0.7368,0.7437
2987383,1,93699,93.35,W,19254,111.0,150.0,visa,226.0,debit,325.0,87.0,yahoo.com,gmail.com,2,3,0,1,3,1,61,44.0,T,F,T,M1,0.3287,0.0,1.0,0.153,1.7625,0.9433,1.0,0.0,0.7028,0.0,1.342,13.6416,3.245
2987384,0,93726,18.26,S,12482,194.0,150.0,visa,166.0,debit,299.0,87.0,yahoo.com,nan,1,1,1,3,3,1,130,,T,T,T,M1,0.5566,0.0,0.0,0.9575,1.5974,-0.3454,1.0,,1.0791,0.0,5.3779,3.2806,0.5778
2987385,1,93759,81.49,R,4348,321.0,150.0,visa,226.0,credit,330.0,87.0,anonymous.com,nan,2,1,2,2,1,1,16,6.0,F,T,T,M0,0.3312,0.0,0.0,1.4684,1.4935,0.3685,1.0,0.0,1.2023,,7.8433,2.3774,5.1033
2987386,0,93765,181.17,W,18985,360.0,150.0,visa,226.0,debit,299.0,87.0,yahoo.com,nan,1,2,1,3,6,2,114,7.0,T,F,T,M2,0.5735,1.0,,1.5179,1.3116,0.9187,0.0,0.0,0.7062,1.0,3.6423,6.1891,3.5688
2987387,0,93769,22.16,W,6830,111.0,150.0,visa,226.0,debit,441.0,87.0,yahoo.com,nan,4,5,1,2,3,1,44,,nan,T,nan,M0,0.5939,0.0,0.0,1.4335,1.1362,0.744,0.0,0.0,1.0757,,14.5476,13.7223,3.9061
2987388,0,93797,65.45,C,12529,555.0,150.0,mastercard,117.0,debit,325.0,87.0,anonymous.com,aol.com,3,3,0,1,5,2,36,5.0,T,T,T,nan,1.0369,0.0,1.0,0.8448,0.6337,1.083,0.0,0.0,1.0658,0.0,8.2425,1.6265,2.7714
2987389,0,93830,10.45,W,9120,194.0,150.0,visa,166.0,debit,,87.0,anonymous.com,nan,2,3,0,3,4,1,51,,nan,T,T,M1,0.6072,0.0,0.0,0.7705,1.1278,0.9268,0.0,1.0,0.682,1.0,4.3662,6.4895,0.668
2987390,0,93923,70.44,W,19474,360.0,150.0,visa,166.0,credit,299.0,87.0,nan,anonymous.com,5,3,0,1,3,1,193,4.0,T,nan,F,M0,0.4241,0.0,0.0,1.3348,1.7139,0.8715,0.0,0.0,0.8967,0.0,0.0492,2.1681,0.4748
2987391,0,93934,40.42,W,6480,321.0,150.0,visa,166.0,debit,325.0,87.0,gmail.com,yahoo.com,5,3,0,2,1,1,6,22.0,nan,F,T,nan,0.4432,,,1.2575,1.3721,1.7375,0.0,2.0,1.8743,0.0,2.4651,3.6435,0.1244
2987392,0,93943,53.15,W,10443,111.0,150.0,mastercard,137.0,debit,204.0,87.0,anonymous.com,gmail.com,2,2,0,1,5,3,85,66.0,T,T,F,M0,0.4297,0.0,0.0,-0.3816,0.6783,0.4924,0.0,0.0,0.8563,0.0,3.515,3.1739,2.9869
2987393,1,93973,17.36,W,7370,490.0,150.0,mastercard,226.0,credit,,87.0,gmail.com,aol.com,3,3,0,2,3,3,132,54.0,F,nan,T,M0,0.6349,0.0,,0.8218,0.7602,0.4119,0.0,0.0,0.9985,,0.179,3.6652,0.7102
2987394,0,93981,6.29,W,1170,490.0,150.0,mastercard,219.0,debit,,87.0,hotmail.com,nan,2,2,0,4,1,1,97,,T,T,T,M0,-0.1519,,0.0,1.1572,0.5965,1.0138,0.0,1.0,1.2317,0.0,1.5102,3.2016,1.655
2987395,1,94035,54.78,W,3809,194.0,150.0,visa,226.0,debit,325.0,87.0,anonymous.com,nan,4,1,1,2,4,2,76,25.0,T,T,T,M0,0.6345,2.0,0.0,1.2976,1.7947,0.3808,0.0,0.0,1.2711,0.0,11.3988,6.8364,0.1396
2987396,0,94074,4.21,W,7993,321.0,150.0,mastercard,226.0,debit,325.0,87.0,anonymous.com,nan,2,1,1,3,4,3,97,,nan,T,F,M1,0.4734,0.0,1.0,0.4385,1.23,1.2925,0.0,0.0,1.4927,0.0,26.4532,4.8759,1.0988
2987397,0,94085,24.11,W,12946,194.0,150.0,mastercard,117.0,credit,,,gmail.com,nan,4,3,0,1,5,1,43,21.0,T,nan,T,M0,0.6104,0.0,0.0,1.226,1.4273,1.3894,0.0,0.0,0.9799,0.0,2.5587,0.7771,0.6734
2987398,0,94113,84.88,W,4991,360.0,150.0,mastercard,226.0,debit,325.0,87.0,nan,nan,4,2,2,3,5,1,55,,T,T,nan,nan,0.4498,0.0,0.0,0.2542,1.4075,1.3566,1.0,0.0,0.5436,0.0,20.0515,7.3075,3.2088
2987399,0,94141,40.12,C,1826,194.0,150.0,visa,226.0,debit,325.0,87.0,outlook.com,nan,4,2,0,2,4,3,49,,F,F,T,nan,0.6342,1.0,,0.7969,0.2839,1.1802,0.0,0.0,1.2916,0.0,2.0164,0.7688,0.5879
2987400,0,94143,232.37,W,10857,490.0,150.0,mastercard,226.0,debit,441.0,87.0,gmail.com,gmail.com,3,1,0,1,7,2,86,8.0,T,T,T,nan,0.3936,0.0,0.0,1.4987,1.6232,0.6104,1.0,0.0,1.4169,0.0,2.8479,0.8855,0.335
2987401,0,94189,92.31,W,17513,111.0,150.0,visa,,debit,330.0,87.0,yahoo.com,nan,4,2,0,1,8,2,216,87.0,T,nan,nan,M0,0.2376,0.0,0.0,1.9115,0.0874,0.839,1.0,0.0,0.8242,0.0,2.363,2.5187,3.4716
2987402,0,94204,17.22,W,18801,,150.0,visa,226.0,credit,441.0,87.0,hotmail.com,nan,1,3,0,2,6,1,64,,nan,F,nan,nan,0.5125,0.0,0.0,0.4846,1.6763,0.5675,0.0,1.0,0.955,0.0,0.1529,6.6904,4.4422
2987403,0,94239,34.03,W,7798,194.0,150.0,visa,137.0,debit,441.0,87.0,yahoo.com,nan,1,2,0,2,3,1,51,,nan,T,nan,nan,0.5134,0.0,0.0,0.7804,1.4392,0.9198,1.0,0.0,1.5461,0.0,1.9123,3.3034,1.9371
2987404,0,94246,31.58,W,18791,111.0,150.0,visa,226.0,credit,299.0,87.0,yahoo.com,nan,2,3,3,2,2,2,113,,nan,T,F,M0,0.5121,0.0,,1.3849,1.0627,1.1212,0.0,0.0,0.8919,0.0,1.0403,15.7979,0.522
2987405,0,94291,6.81,W,6136,321.0,150.0,visa,226.0,debit,325.0,,yahoo.com,gmail.com,1,1,0,1,3,2,22,,nan,nan,nan,M2,0.1243,0.0,0.0,0.7278,0.5423,0.7996,2.0,0.0,0.8926,0.0,24.1766,5.9265,8.824
2987406,0,94301,12.93,W,18421,111.0,150.0,visa,166.0,credit,299.0,,yahoo.com,gmail.com,5,2,0,1,4,2,222,1.0,nan,nan,nan,nan,0.5672,0.0,1.0,1.2318,0.8753,1.2839,0.0,0.0,0.9258,0.0,8.4356,2.2632,1.2622
2987407,0,94302,18.9,W,13491,490.0,150.0,mastercard,166.0,credit,325.0,87.0,yahoo.com,yahoo.com,2,1,1,2,3,1,141,26.0,T,T,T,nan,0.5064,0.0,0.0,0.196,1.337,0.34,1.0,1.0,1.1384,0.0,33.31,1.2797,3.8704
2987408,0,94349,4.32,W,8546,111.0,150.0,visa,226.0,debit,204.0,,gmail.com,yahoo.com,1,3,1,1,3,2,43,,T,T,F,nan,0.5762,0.0,1.0,1.7319,1.2254,0.4929,1.0,0.0,1.082,0.0,10.3777,1.8565,1.5006
2987409,0,94351,34.73,W,6903,360.0,150.0,mastercard,226.0,debit,325.0,87.0,yahoo.com,nan,1,1,0,4,6,1,23,,T,T,T,M1,0.4738,0.0,1.0,1.1015,1.6824,1.5766,1.0,0.0,1.17,0.0,6.7355,10.3836,0.6228
2987410,0,94358,25.81,W,14855,321.0,150.0,visa,226.0,credit,,87.0,hotmail.com,nan,3,1,0,1,3,2,102,15.0,T,nan,nan,nan,0.9335,0.0,,1.0914,0.9578,1.2127,0.0,1.0,1.7991,,2.3583,5.1692,3.1121
2987411,0,94418,6.22,W,17406,555.0,150.0,american express,166.0,credit,204.0,87.0,hotmail.com,gmail.com,2,1,1,2,2,1,319,,T,T,nan,nan,0.5111,0.0,0.0,0.684,0.2164,0.7426,1.0,,1.1443,,0.8059,6.2265,3.1241
2987412,0,94478,49.61,W,15949,555.0,150.0,mastercard,117.0,debit,204.0,87.0,anonymous.com,anonymous.com,1,1,0,2,9,1,207,,T,T,F,M2,0.673,1.0,0.0,0.3498,1.2569,0.5514,2.0,0.0,0.8992,0.0,4.1806,1.9706,2.9236
2987413,0,94495,67.75,W,10825,490.0,150.0,visa,137.0,debit,441.0,,gmail.com,nan,4,1,2,2,2,1,8,,T,T,T,M0,0.8455,0.0,1.0,1.6796,1.8689,0.5122,0.0,1.0,0.922,0.0,0.8795,1.7386,6.1385
2987414,0,94515,41.56,W,7287,490.0,150.0,mastercard,226.0,credit,204.0,87.0,anonymous.com,yahoo.com,1,3,0,1,4,1,32,35.0,T,T,T,nan,0.6604,0.0,0.0,1.244,2.8578,0.7547,0.0,0.0,1.5496,,21.1233,2.6413,0.6156
2987415,0,94527,23.95,W,13193,194.0,150.0,visa,166.0,debit,330.0,87.0,gmail.com,gmail.com,3,2,4,4,5,1,116,1.0,T,T,F,nan,0.5524,0.0,0.0,0.191,2.3696,0.685,0.0,0.0,1.1304,0.0,14.505,1.5418,0.0253
2987416,0,94534,59.83,W,2405,490.0,150.0,visa,,debit,204.0,87.0,anonymous.com,anonymous.com,3,2,0,2,2,4,78,4.0,T,T,nan,M0,0.855,0.0,0.0,0.9307,2.2542,0.4087,0.0,0.0,0.8322,0.0,13.5812,0.8925,6.9184
2987417,0,94542,65.38,W,10670,555.0,150.0,visa,226.0,credit,325.0,87.0,yahoo.com,aol.com,2,4,2,2,6,3,21,,nan,F,F,M2,0.3231,,1.0,1.5327,0.3904,0.8364,0.0,0.0,1.0324,0.0,17.931,0.0669,0.4578
2987418,0,94565,45.03,W,18578,,150.0,visa,226.0,credit,299.0,87.0,gmail.com,nan,1,4,1,1,3,1,201,,T,T,nan,M0,0.6675,0.0,0.0,0.9541,0.2088,0.9902,0.0,0.0,1.2357,,7.5866,6.3652,3.3999
2987419,0,94592,14.52,W,9767,321.0,150.0,visa,226.0,credit,299.0,87.0,yahoo.com,nan,3,2,0,1,1,1,337,5.0,nan,T,F,M1,0.3106,2.0,0.0,1.4562,1.6929,0.4819,1.0,0.0,1.3761,0.0,5.5148,5.7552,0.141
2987420,0,94624,43.67,W,8923,111.0,150.0,visa,226.0,debit,441.0,87.0,hotmail.com,nan,2,2,0,1,3,1,49,3.0,T,nan,F,M0,0.5554,0.0,,1.4855,1.8338,0.912,0.0,0.0,1.3793,0.0,27.5846,6.5531,4.1621
2987421,0,94655,109.45,R,2606,321.0,150.0,mastercard,226.0,credit,204.0,87.0,aol.com,outlook.com,1,2,0,1,3,2,90,,T,nan,T,M1,0.3479,0.0,0.0,1.4597,0.6502,1.398,1.0,0.0,0.8203,0.0,30.2495,1.0195,10.3222
2987422,0,94657,18.24,C,9643,225.0,150.0,visa,219.0,debit,204.0,87.0,gmail.com,nan,4,2,2,3,4,5,43,39.0,T,nan,T,M1,0.1718,0.0,,0.5989,1.4827,0.5945,0.0,0.0,0.3275,0.0,1.9674,1.7185,1.2024
2987423,0,94671,269.87,W,9316,321.0,150.0,visa,226.0,debit,325.0,87.0,yahoo.com,yahoo.com,2,1,0,3,3,1,23,,F,T,T,nan,0.1975,0.0,,1.1848,0.8775,0.636,0.0,0.0,0.6144,0.0,2.9494,10.5529,3.4233
2987424,0,94672,19.58,W,12646,321.0,150.0,discover,226.0,debit,330.0,87.0,gmail.com,yahoo.com,2,2,0,3,3,2,228,14.0,T,F,T,nan,0.8192,1.0,0.0,1.4948,2.1877,0.3181,0.0,0.0,1.3324,0.0,7.3153,8.1449,0.3652
2987425,0,94688,34.21,W,11556,555.0,150.0,visa,226.0,credit,441.0,87.0,yahoo.com,gmail.com,1,3,1,3,3,2,54,1.0,T,nan,nan,M2,0.3222,0.0,0.0,1.2113,1.0963,1.0056,0.0,1.0,0.683,,17.4806,0.5225,5.2687
2987426,0,94699,16.9,W,11058,321.0,150.0,mastercard,219.0,debit,330.0,87.0,outlook.com,gmail.com,4,2,0,2,2,2,2,8.0,T,nan,F,M1,0.4728,0.0,1.0,1.5226,0.6914,0.7157,1.0,1.0,0.5245,,14.0335,4.0152,1.6435
2987427,0,94743,41.4,W,7250,490.0,185.0,visa,226.0,credit,325.0,87.0,yahoo.com,gmail.com,3,3,1,2,5,5,39,12.0,T,T,T,M0,0.3866,1.0,1.0,1.7203,1.2531,0.2869,0.0,0.0,1.0123,0.0,17.084,3.9336,9.0344
2987428,0,94752,5.8,W,2683,194.0,150.0,visa,226.0,credit,299.0,,hotmail.com,nan,2,2,0,1,2,2,50,20.0,T,F,nan,M0,0.7527,0.0,1.0,1.1284,1.6447,0.2908,0.0,0.0,1.0956,0.0,32.9629,5.7819,1.5435
2987429,0,94754,19.18,C,12726,225.0,150.0,visa,226.0,nan,325.0,87.0,anonymous.com,gmail.com,2,2,0,3,3,4,18,36.0,T,T,F,M0,0.205,0.0,0.0,1.2384,1.7045,0.4573,2.0,0.0,1.3382,1.0,4.8934,4.348,1.5175
2987430,0,94757,11.11,W,8663,225.0,150.0,american express,226.0,credit,325.0,87.0,gmail.com,gmail.com,2,4,2,2,4,1,132,,nan,nan,T,M0,0.3696,0.0,,1.5071,1.0217,1.447,0.0,1.0,1.1677,0.0,16.955,7.2129,1.4719
2987431,0,94786,37.91,W,14083,194.0,150.0,visa,226.0,credit,204.0,87.0,anonymous.com,nan,3,4,0,2,2,1,19,7.0,F,T,T,M0,1.1858,2.0,0.0,0.5212,0.6652,1.0184,0.0,,1.2043,0.0,14.1172,20.6581,2.4721
2987432,0,94805,89.52,W,14146,194.0,150.0,visa,117.0,debit,325.0,87.0,yahoo.com,nan,2,2,0,3,4,1,201,32.0,T,T,T,M2,0.7883,0.0,0.0,1.5,1.5632,0.4561,0.0,,1.0773,0.0,23.4782,2.3521,0.1697
2987433,0,94807,63.18,W,12253,321.0,150.0,mastercard,226.0,debit,204.0,87.0,anonymous.com,gmail.com,3,1,0,2,5,4,93,,nan,T,T,M1,0.3278,0.0,0.0,0.5255,1.4631,0.5881,0.0,1.0,0.5616,0.0,9.979,5.7736,4.3402
2987434,0,94809,3.09,C,16736,321.0,150.0,american express,226.0,debit,325.0,87.0,gmail.com,nan,1,1,0,3,1,4,157,,F,T,F,M0,0.7416,0.0,0.0,1.4053,1.2392,0.8367,1.0,0.0,0.974,0.0,1.2636,10.8528,0.9106
2987435,0,94833,255.21,C,4223,321.0,185.0,visa,219.0,debit,299.0,87.0,gmail.com,nan,3,2,0,2,1,1,114,12.0,T,nan,nan,M2,0.4434,0.0,0.0,1.1517,1.3369,0.2784,0.0,0.0,1.7507,0.0,13.3492,2.0717,0.3128
